A_acc	A_genus	A_species	A_seg	A_seq_len	STATUS	perc_qcov	E_top_hit_acc	E_top_hit_species	E_top_hit_seg	E_top_hit_perc_qcov	_min_perc_cov	_blast_mode
GQ274029	Nanovirus	Faba bean necrotic yellows virus	DNA-U2	989.0	HIT_02	0.8068756319514662	GQ150784.?	Faba_bean_necrotic_stunt_virus	DNA-U2	0.9989888776541962	0.05	blastn10
GQ274024	Nanovirus	Faba bean necrotic yellows virus	DNA-U4	980.0	HIT_01	0.9979591836734694	AJ749902.?	Faba_bean_necrotic_yellows_virus	DNA-U4	0.9979591836734694	0.05	blastn10
KX431388	Nanovirus	Faba bean necrotic yellows virus	DNA-C	998.0	HIT_03	0.9819639278557114	GQ150780.?	Faba_bean_necrotic_stunt_virus	DNA-C	0.998997995991984	0.05	blastn10
KX431395	Nanovirus	Faba bean necrotic yellows virus	DNA-M	990.0	HIT_02	0.9333333333333333	GQ150781.?	Faba_bean_necrotic_stunt_virus	DNA-M	0.998989898989899	0.05	blastn10
KX431402	Nanovirus	Faba bean necrotic yellows virus	DNA-N	987.0	HIT_02	0.9979736575481256	GQ150782.?	Faba_bean_necrotic_stunt_virus	DNA-N	0.9989868287740629	0.05	blastn10
KX431381	Nanovirus	Faba bean necrotic yellows virus	DNA-R	1003.0	HIT_07	0.9980059820538385	GQ150778.?	Faba_bean_necrotic_stunt_virus	DNA-R	0.9990029910269193	0.05	blastn10
KX431409	Nanovirus	Faba bean necrotic yellows virus	DNA-S	1005.0	HIT_02	0.9980099502487563	GQ150779.?	Faba_bean_necrotic_stunt_virus	DNA-S	0.9990049751243781	0.05	blastn10
KX431416	Nanovirus	Faba bean necrotic yellows virus	DNA-U1	985.0	HIT_03	0.9817258883248731	GQ150783.?	Faba_bean_necrotic_stunt_virus	DNA-U1	0.9989847715736041	0.05	blastn10
KX431423	Nanovirus	Faba bean necrotic yellows virus	DNA-U2	1001.0	HIT_02	0.8201798201798202	GQ150784.?	Faba_bean_necrotic_stunt_virus	DNA-U2	0.999000999000999	0.05	blastn10
KX431430	Nanovirus	Faba bean necrotic yellows virus	DNA-U4	988.0	HIT_01	0.9979757085020243	AJ749902.?	Faba_bean_necrotic_yellows_virus	DNA-U4	0.9979757085020243	0.05	blastn10
KC979021	Nanovirus	Faba bean necrotic yellows virus	DNA-C	992.0	HIT_03	0.9818548387096774	GQ150780.?	Faba_bean_necrotic_stunt_virus	DNA-C	0.998991935483871	0.05	blastn10
KC979022	Nanovirus	Faba bean necrotic yellows virus	DNA-M	996.0	HIT_02	0.9337349397590361	GQ150781.?	Faba_bean_necrotic_stunt_virus	DNA-M	0.998995983935743	0.05	blastn10
KC979023	Nanovirus	Faba bean necrotic yellows virus	DNA-N	987.0	HIT_02	0.9979736575481256	GQ150782.?	Faba_bean_necrotic_stunt_virus	DNA-N	0.9989868287740629	0.05	blastn10
KC979019	Nanovirus	Faba bean necrotic yellows virus	DNA-R	1003.0	HIT_07	0.9980059820538385	GQ150778.?	Faba_bean_necrotic_stunt_virus	DNA-R	0.9990029910269193	0.05	blastn10
KC979020	Nanovirus	Faba bean necrotic yellows virus	DNA-S	1005.0	HIT_02	0.9980099502487563	GQ150779.?	Faba_bean_necrotic_stunt_virus	DNA-S	0.9990049751243781	0.05	blastn10
KC979024	Nanovirus	Faba bean necrotic yellows virus	DNA-U1	993.0	HIT_03	0.9818731117824774	GQ150783.?	Faba_bean_necrotic_stunt_virus	DNA-U1	0.998992950654582	0.05	blastn10
KC979025	Nanovirus	Faba bean necrotic yellows virus	DNA-U2	991.0	HIT_02	0.8143289606458123	GQ150784.?	Faba_bean_necrotic_stunt_virus	DNA-U2	0.9989909182643795	0.05	blastn10
KC979026	Nanovirus	Faba bean necrotic yellows virus	DNA-U4	985.0	HIT_01	0.9979695431472081	AJ749902.?	Faba_bean_necrotic_yellows_virus	DNA-U4	0.9979695431472081	0.05	blastn10
KY070240	Nanovirus	Milk vetch dwarf virus	DNA-C	989.0	HIT_02	0.993933265925177	AJ132179.?	Faba_bean_necrotic_yellows_virus	DNA-C	0.9989888776541962	0.05	blastn10
KY070244	Nanovirus	Milk vetch dwarf virus	DNA-M	989.0	HIT_01	0.9989888776541962	AB000927.?	Milk_vetch_dwarf_virus	DNA-M	0.9989888776541962	0.05	blastn10
KY070242	Nanovirus	Milk vetch dwarf virus	DNA-N	976.0	HIT_01	0.9989754098360656	AB000925.?	Milk_vetch_dwarf_virus	DNA-N	0.9989754098360656	0.05	blastn10
KY070246	Nanovirus	Milk vetch dwarf virus	DNA-R	1002.0	HIT_01	0.999001996007984	AB027511.?	Milk_vetch_dwarf_virus	DNA-R	0.999001996007984	0.05	blastn10
KY070245	Nanovirus	Milk vetch dwarf virus	DNA-S	995.0	HIT_01	0.9989949748743718	AB009046.?	Milk_vetch_dwarf_virus	DNA-S	0.9989949748743718	0.05	blastn10
KY070241	Nanovirus	Milk vetch dwarf virus	DNA-U1	990.0	HIT_02	0.9939393939393939	AJ132181.?	Faba_bean_necrotic_yellows_virus	DNA-U1	0.998989898989899	0.05	blastn10
KY070243	Nanovirus	Milk vetch dwarf virus	DNA-U2	984.0	HIT_01	0.9939024390243902	AB000926.?	Milk_vetch_dwarf_virus	DNA-U2	0.9939024390243902	0.05	blastn10
KY070247	Nanovirus	Milk vetch dwarf virus	DNA-U4	990.0	HIT_01	0.998989898989899	AB255373.?	Milk_vetch_dwarf_virus	DNA-U4	0.998989898989899	0.05	blastn10
U16732	Nanovirus	Subterranean clover stunt virus	DNA-C	991.0	HIT_01	0.9697275479313825	MK035730.?	Subterranean_clover_stunt_virus	DNA-C	0.9697275479313825	0.05	blastn10
U16730	Nanovirus	Subterranean clover stunt virus	DNA-M	1001.0	HIT_01	0.9920079920079921	MK035731.?	Subterranean_clover_stunt_virus	DNA-M	0.9920079920079921	0.05	blastn10
U16733	Nanovirus	Subterranean clover stunt virus	DNA-N	1002.0	HIT_01	0.9910179640718563	MK035732.?	Subterranean_clover_stunt_virus	DNA-N	0.9910179640718563	0.05	blastn10
AJ290434	Nanovirus	Subterranean clover stunt virus	DNA-R	1005.0	HIT_01	0.981094527363184	MK035728.?	Subterranean_clover_stunt_virus	DNA-R	0.981094527363184	0.05	blastn10
U16734	Nanovirus	Subterranean clover stunt virus	DNA-S	998.0	HIT_01	0.9909819639278558	MK035729.?	Subterranean_clover_stunt_virus	DNA-S	0.9909819639278558	0.05	blastn10
U16736	Nanovirus	Subterranean clover stunt virus	DNA-U1	988.0	HIT_01	0.944331983805668	MK035733.?	Subterranean_clover_stunt_virus	DNA-U1	0.944331983805668	0.05	blastn10
MK059755	Torbevirus	Brisavirus		3023.0	HIT_01	0.9996692027786966	KY052047.?	Brisavirus		0.9996692027786966	0.05	blastn10
MK059757	Torbevirus	Brisavirus		3026.0	HIT_01	0.8886318572372769	KY052047.?	Brisavirus		0.8886318572372769	0.05	blastn10
MK059754	Torbevirus	Brisavirus		3049.0	HIT_01	0.9996720236142997	KY052047.?	Brisavirus		0.9996720236142997	0.05	blastn10
MK059756	Torbevirus	Brisavirus		3050.0	HIT_01	0.9996721311475409	KY052047.?	Brisavirus		0.9996721311475409	0.05	blastn10
MK059759	Torbevirus	Brisavirus		3030.0	HIT_01	0.9996699669966996	KY052047.?	Brisavirus		0.9996699669966996	0.05	blastn10
MK059758	Torbevirus	Brisavirus		3034.0	HIT_01	0.9996704021094265	KY052047.?	Brisavirus		0.9996704021094265	0.05	blastn10
KY349925	Torbevirus	Brisavirus		3019.0	HIT_01	0.9430274925472011	KY052047.?	Brisavirus		0.9430274925472011	0.05	blastn10
MH973742	Torbevirus	Brisavirus		3033.0	HIT_01	0.8885591823277283	KY052047.?	Brisavirus		0.8885591823277283	0.05	blastn10
MK059761	Torbevirus	Vientovirus		3053.0	HIT_01	0.9996724533245988	MK059763.?	Vientovirus		0.9996724533245988	0.05	blastn10
MK059772	Torbevirus	Vientovirus		3046.0	HIT_01	0.9996717005909389	MK059763.?	Vientovirus		0.9996717005909389	0.05	blastn10
MK059765	Torbevirus	Vientovirus		3051.0	HIT_01	0.9996722386102918	MK059763.?	Vientovirus		0.9996722386102918	0.05	blastn10
MK059762	Torbevirus	Vientovirus		3054.0	HIT_01	0.9996725605762934	MK059763.?	Vientovirus		0.9996725605762934	0.05	blastn10
MK059764	Torbevirus	Vientovirus		3050.0	HIT_01	0.9996721311475409	MK059763.?	Vientovirus		0.9996721311475409	0.05	blastn10
MK059760	Torbevirus	Vientovirus		3043.0	HIT_01	0.9996713769306605	MK059763.?	Vientovirus		0.9996713769306605	0.05	blastn10
MK059766	Torbevirus	Vientovirus		3052.0	HIT_01	0.9996723460026212	MK059763.?	Vientovirus		0.9996723460026212	0.05	blastn10
MK059768	Torbevirus	Vientovirus		3058.0	HIT_01	0.9996729888816219	MK059763.?	Vientovirus		0.9996729888816219	0.05	blastn10
MK059771	Torbevirus	Vientovirus		3046.0	HIT_01	0.9996717005909389	MK059763.?	Vientovirus		0.9996717005909389	0.05	blastn10
MK059767	Torbevirus	Vientovirus		3051.0	HIT_01	0.9996722386102918	MK059763.?	Vientovirus		0.9996722386102918	0.05	blastn10
MK059770	Torbevirus	Vientovirus		3058.0	HIT_01	0.9996729888816219	MK059763.?	Vientovirus		0.9996729888816219	0.05	blastn10
MK059769	Torbevirus	Vientovirus		3053.0	HIT_01	0.9996724533245988	MK059763.?	Vientovirus		0.9996724533245988	0.05	blastn10
KY244146	Torbevirus	Vientovirus		3054.0	HIT_01	0.9993451211525868	MK059763.?	Vientovirus		0.9993451211525868	0.05	blastn10
KY328746	Torbevirus	Vientovirus		3054.0	HIT_01	0.9993451211525868	MK059763.?	Vientovirus		0.9993451211525868	0.05	blastn10
KY328745	Torbevirus	Vientovirus		3054.0	HIT_01	0.9993451211525868	MK059763.?	Vientovirus		0.9993451211525868	0.05	blastn10
KY328744	Torbevirus	Vientovirus		3054.0	HIT_01	0.9993451211525868	MK059763.?	Vientovirus		0.9993451211525868	0.05	blastn10
JX131633	Becurtovirus	Beet curly top Iran virus		2845.0	HIT_01	0.9996485061511423	EU273818.?	Beet_curly_top_Iran_virus		0.9996485061511423	0.05	blastn10
JX458087	Becurtovirus	Beet curly top Iran virus		2859.0	HIT_01	0.9996502273522211	EU273818.?	Beet_curly_top_Iran_virus		0.9996502273522211	0.05	blastn10
JX945572	Becurtovirus	Beet curly top Iran virus		2839.0	HIT_01	0.9996477632969355	EU273818.?	Beet_curly_top_Iran_virus		0.9996477632969355	0.05	blastn10
FN543099	Begomovirus	Ageratum enation virus	DNA-A	2753.0	HIT_01	0.9996367598982928	AJ437618.?	Ageratum_enation_virus	DNA-A	0.9996367598982928	0.05	blastn10
HM149260	Begomovirus	Ageratum enation virus	DNA-A	2760.0	HIT_01	0.9996376811594203	AJ437618.?	Ageratum_enation_virus	DNA-A	0.9996376811594203	0.05	blastn10
DQ866124	Begomovirus	Ageratum yellow vein Hualian virus	DNA-A	2756.0	HIT_01	0.9996371552975326	DQ866132.?	Ageratum_yellow_vein_Hualian_virus	DNA-A	0.9996371552975326	0.05	blastn10
AB050781	Begomovirus	Ageratum yellow vein virus	DNA-A	2737.0	HIT_03	0.9970770917062477	AB100304.?	Tomato_leaf_curl_Java_virus	DNA-A	0.999634636463281	0.05	blastn10
KC172826	Begomovirus	Ageratum yellow vein virus	DNA-A	2744.0	HIT_01	0.9996355685131195	AJ495813.?	Ageratum_yellow_vein_virus	DNA-A	0.9996355685131195	0.05	blastn10
AB100305	Begomovirus	Ageratum yellow vein virus	DNA-A	2735.0	HIT_01	0.9970749542961609	AJ495813.?	Ageratum_yellow_vein_virus	DNA-A	0.9970749542961609	0.05	blastn10
JN809816	Begomovirus	Ageratum yellow vein virus	DNA-A	2750.0	HIT_16	0.9996363636363637	DQ866132.?	Ageratum_yellow_vein_Hualian_virus	DNA-A	0.9996363636363637	0.05	blastn10
JQ804985	Begomovirus	Ageratum yellow vein virus	DNA-A	2739.0	HIT_12	0.9996349032493611	AM236784.?	Tomato_leaf_curl_Guangxi_virus	DNA-A	0.9996349032493611	0.05	blastn10
EU487045	Begomovirus	Ageratum yellow vein virus	DNA-A	2759.0	HIT_02	0.9996375498368975	EU487046.?	Tomato_leaf_curl_Mindanao_virus	DNA-A	0.9996375498368975	0.05	blastn10
AB306314	Begomovirus	Ageratum yellow vein virus	DNA-A	2753.0	HIT_02	0.9996367598982928	DQ866132.?	Ageratum_yellow_vein_Hualian_virus	DNA-A	0.9996367598982928	0.05	blastn10
AF307861	Begomovirus	Ageratum yellow vein virus	DNA-A	2734.0	HIT_06	0.9996342355523044	MH035670.?	Emilia_yellow_vein_Fujian_virus	DNA-A	0.9996342355523044	0.05	blastn10
JN809820	Begomovirus	Ageratum yellow vein virus	DNA-A	2747.0	HIT_01	0.9996359665089188	AJ495813.?	Ageratum_yellow_vein_virus	DNA-A	0.9996359665089188	0.05	blastn10
EF544604	Begomovirus	Alternanthera yellow vein virus	DNA-A	2745.0	HIT_01	0.9996357012750455	AJ965540.?	Alternanthera_yellow_vein_virus	DNA-A	0.9996357012750455	0.05	blastn10
EF544602	Begomovirus	Alternanthera yellow vein virus	DNA-A	2740.0	HIT_01	0.9996350364963503	AJ965540.?	Alternanthera_yellow_vein_virus	DNA-A	0.9996350364963503	0.05	blastn10
JN419006	Begomovirus	Bean golden mosaic virus	DNA-A	2616.0	HIT_03	0.9988532110091743	MH469731.?	Cowpea_bright_yellow_mosaic_virus	DNA-A	0.9996177370030581	0.05	blastn10
EU589392	Begomovirus	Bhendi yellow vein mosaic virus	DNA-A	2747.0	HIT_02	0.9996359665089188	FJ561298.?	Bhendi_yellow_vein_Haryana_virus	DNA-A	0.9996359665089188	0.05	blastn10
AJ002451	Begomovirus	Bhendi yellow vein mosaic virus	DNA-A	2739.0	HIT_16	0.9715224534501643	KY001635.?	Pea_leaf_distortion_virus	DNA-A	0.9996349032493611	0.05	blastn10
FJ179372	Begomovirus	Bhendi yellow vein mosaic virus	DNA-A	2741.0	HIT_02	0.9996351696461145	EU365613.?	Cotton_leaf_curl_Multan_virus	DNA-A	0.9996351696461145	0.05	blastn10
FJ176235	Begomovirus	Bhendi yellow vein mosaic virus	DNA-A	2743.0	HIT_01	0.999635435654393	AF241479.?	Bhendi_yellow_vein_mosaic_virus	DNA-A	0.999635435654393	0.05	blastn10
GU136803	Begomovirus	Chilli leaf curl virus	DNA-A	2763.0	HIT_01	0.9996380745566413	AF336806.?	Chilli_leaf_curl_virus	DNA-A	0.9996380745566413	0.05	blastn10
AJ875159	Begomovirus	Chilli leaf curl virus	DNA-A	2761.0	HIT_01	0.9996378123868164	AF336806.?	Chilli_leaf_curl_virus	DNA-A	0.9996378123868164	0.05	blastn10
DQ673859	Begomovirus	Chilli leaf curl virus	DNA-A	2767.0	HIT_03	0.9996385977593061	MH807204.?	Papaya_yellow_leaf_curl_virus	DNA-A	0.9996385977593061	0.05	blastn10
FJ345402	Begomovirus	Chilli leaf curl virus	DNA-A	2761.0	HIT_01	0.9996378123868164	AF336806.?	Chilli_leaf_curl_virus	DNA-A	0.9996378123868164	0.05	blastn10
DQ116878	Begomovirus	Chilli leaf curl virus	DNA-A	2858.0	HIT_02	0.9993002099370188	AY754814.?	Tomato_leaf_curl_Pune_virus	DNA-A	0.9996501049685095	0.05	blastn10
AY751753	Begomovirus	Chino del tomate virus	DNA-A	2609.0	HIT_06	0.9980835569183595	DQ875868.?	Corchorus_yellow_spot_virus	DNA-A	0.9996167113836719	0.05	blastn10
DQ347945	Begomovirus	Chino del tomate virus	DNA-A	2609.0	HIT_11	0.9973169796857033	DQ875868.?	Corchorus_yellow_spot_virus	DNA-A	0.9996167113836719	0.05	blastn10
FN396962	Begomovirus	Clerodendrum golden mosaic China virus	DNA-A	2775.0	HIT_01	0.9996396396396396	FJ011668.?	Clerodendrum_golden_mosaic_China_virus	DNA-A	0.9996396396396396	0.05	blastn10
FN396963	Begomovirus	Clerodendrum golden mosaic China virus	DNA-B	2728.0	HIT_01	0.999633431085044	FJ011669.?	Clerodendrum_golden_mosaic_China_virus	DNA-B	0.999633431085044	0.05	blastn10
FJ463902	Begomovirus	Corchorus golden mosaic virus	DNA-A	2686.0	HIT_01	0.9996276991809382	DQ641688.?	Corchorus_golden_mosaic_virus	DNA-A	0.9996276991809382	0.05	blastn10
FJ463901	Begomovirus	Corchorus golden mosaic virus	DNA-B	2666.0	HIT_01	0.9996249062265566	DQ641689.?	Corchorus_golden_mosaic_virus	DNA-B	0.9996249062265566	0.05	blastn10
AY083351	Begomovirus	Cotton leaf crumple virus	DNA-A	2630.0	HIT_01	0.9996197718631179	AF480940.?	Cotton_leaf_crumple_virus	DNA-A	0.9996197718631179	0.05	blastn10
GU112081	Begomovirus	Cotton leaf curl Alabad virus	DNA-A	2744.0	HIT_01	0.9996355685131195	AJ002455.?	Cotton_leaf_curl_Alabad_virus	DNA-A	0.9996355685131195	0.05	blastn10
GU112004	Begomovirus	Cotton leaf curl Alabad virus	DNA-A	2744.0	HIT_01	0.9996355685131195	AJ002455.?	Cotton_leaf_curl_Alabad_virus	DNA-A	0.9996355685131195	0.05	blastn10
FJ210467	Begomovirus	Cotton leaf curl Alabad virus	DNA-A	2730.0	HIT_01	0.9996336996336996	AJ002455.?	Cotton_leaf_curl_Alabad_virus	DNA-A	0.9996336996336996	0.05	blastn10
EU384575	Begomovirus	Cotton leaf curl Alabad virus	DNA-A	2737.0	HIT_01	0.999634636463281	AJ002455.?	Cotton_leaf_curl_Alabad_virus	DNA-A	0.999634636463281	0.05	blastn10
FN554540	Begomovirus	Cotton leaf curl Gezira virus	DNA-A	2762.0	HIT_01	0.999637943519189	AF260241.?	Cotton_leaf_curl_Gezira_virus	DNA-A	0.999637943519189	0.05	blastn10
AJ542539	Begomovirus	Cotton leaf curl Gezira virus	DNA-A	2740.0	HIT_01	0.9996350364963503	AF260241.?	Cotton_leaf_curl_Gezira_virus	DNA-A	0.9996350364963503	0.05	blastn10
FM210276	Begomovirus	Cotton leaf curl Gezira virus	DNA-A	2768.0	HIT_01	0.9996387283236994	AF260241.?	Cotton_leaf_curl_Gezira_virus	DNA-A	0.9996387283236994	0.05	blastn10
AF155064	Begomovirus	Cotton leaf curl Gezira virus	DNA-A	2764.0	HIT_01	0.9996382054992764	AF260241.?	Cotton_leaf_curl_Gezira_virus	DNA-A	0.9996382054992764	0.05	blastn10
AF014881	Begomovirus	Cotton leaf curl Gezira virus	DNA-A	2755.0	HIT_01	0.9996370235934664	AF260241.?	Cotton_leaf_curl_Gezira_virus	DNA-A	0.9996370235934664	0.05	blastn10
FM164726	Begomovirus	Cotton leaf curl Gezira virus	DNA-A	2386.0	HIT_01	0.9995808885163453	AF260241.?	Cotton_leaf_curl_Gezira_virus	DNA-A	0.9995808885163453	0.05	blastn10
AM701757	Begomovirus	Cotton leaf curl Gezira virus	DNA-A	2754.0	HIT_01	0.9996368917937546	AF260241.?	Cotton_leaf_curl_Gezira_virus	DNA-A	0.9996368917937546	0.05	blastn10
EU024120	Begomovirus	Cotton leaf curl Gezira virus	DNA-A	2780.0	HIT_01	0.9996402877697842	AF260241.?	Cotton_leaf_curl_Gezira_virus	DNA-A	0.9996402877697842	0.05	blastn10
EU432373	Begomovirus	Cotton leaf curl Gezira virus	DNA-A	2771.0	HIT_01	0.9996391194514616	AF260241.?	Cotton_leaf_curl_Gezira_virus	DNA-A	0.9996391194514616	0.05	blastn10
FJ868828	Begomovirus	Cotton leaf curl Gezira virus	DNA-A	2771.0	HIT_01	0.9996391194514616	AF260241.?	Cotton_leaf_curl_Gezira_virus	DNA-A	0.9996391194514616	0.05	blastn10
AM421522	Begomovirus	Cotton leaf curl Kokhran virus	DNA-A	2759.0	HIT_09	0.9662921348314607	U38239.?	Tomato_leaf_curl_Karnataka_virus	DNA-A	0.9996375498368975	0.05	blastn10
HF549182	Begomovirus	Cotton leaf curl Kokhran virus	DNA-A	2751.0	HIT_07	0.9661941112322792	MF140451.?	Hibiscus_yellow_vein_leaf_curl_virus	DNA-A	0.9996364958197019	0.05	blastn10
GU385879	Begomovirus	Cotton leaf curl Kokhran virus	DNA-A	2736.0	HIT_01	0.9996345029239766	AJ002449.?	Cotton_leaf_curl_Kokhran_virus	DNA-A	0.9996345029239766	0.05	blastn10
FN552001	Begomovirus	Cotton leaf curl Kokhran virus	DNA-A	2748.0	HIT_01	0.9996360989810772	AJ002449.?	Cotton_leaf_curl_Kokhran_virus	DNA-A	0.9996360989810772	0.05	blastn10
AJ002447	Begomovirus	Cotton leaf curl Multan virus	DNA-A	2751.0	HIT_04	0.9731006906579426	MF683828.?	Malvastrum_yellow_vein_Lahore_virus	DNA-A	0.9996364958197019	0.05	blastn10
JN807763	Begomovirus	Cotton leaf curl Multan virus	DNA-A	2735.0	HIT_01	0.9996343692870201	EU365613.?	Cotton_leaf_curl_Multan_virus	DNA-A	0.9996343692870201	0.05	blastn10
AJ132430	Begomovirus	Cotton leaf curl Multan virus	DNA-A	2722.0	HIT_01	0.9996326230712711	EU365613.?	Cotton_leaf_curl_Multan_virus	DNA-A	0.9996326230712711	0.05	blastn10
EU365616	Begomovirus	Cotton leaf curl Multan virus	DNA-A	2738.0	HIT_04	0.9996347699050402	EU360303.?	Mesta_yellow_vein_mosaic_Bahraich_virus	DNA-A	0.9996347699050402	0.05	blastn10
AF363011	Begomovirus	Cotton leaf curl Multan virus	DNA-A	2754.0	HIT_09	0.9996368917937546	AJ002449.?	Cotton_leaf_curl_Kokhran_virus	DNA-A	0.9996368917937546	0.05	blastn10
AJ717542	Begomovirus	East African cassava mosaic virus	DNA-A	2801.0	HIT_01	0.9996429846483399	AF126806.?	East_African_cassava_mosaic_virus	DNA-A	0.9996429846483399	0.05	blastn10
AJ704949	Begomovirus	East African cassava mosaic virus	DNA-B	2757.0	HIT_02	0.9996372869060574	AF422175.?	East_African_cassava_mosaic_Zanzibar_virus	DNA-B	0.9996372869060574	0.05	blastn10
JX473582	Begomovirus	East African cassava mosaic virus	DNA-A	2798.0	HIT_03	0.9610436025732666	AF112354.?	East_African_cassava_mosaic_Cameroon_virus	DNA-A	0.996783416726233	0.05	blastn10
AY795983	Begomovirus	East African cassava mosaic virus	DNA-A	2798.0	HIT_01	0.9996426018584703	AF126806.?	East_African_cassava_mosaic_virus	DNA-A	0.9996426018584703	0.05	blastn10
AY795989	Begomovirus	East African cassava mosaic virus	DNA-B	2726.0	HIT_05	0.7923697725605282	AF112355.?	East_African_cassava_mosaic_Cameroon_virus	DNA-B	0.9838591342626559	0.05	blastn10
AJ438936	Begomovirus	Eupatorium yellow vein virus	DNA-A	2765.0	HIT_04	0.9992766726943942	AM183224.?	Siegesbeckia_yellow_vein_virus	DNA-A	0.9996383363471971	0.05	blastn10
AB079766	Begomovirus	Eupatorium yellow vein virus	DNA-A	2765.0	HIT_04	0.9992766726943942	AM238692.?	Siegesbeckia_yellow_vein_Guangxi_virus	DNA-A	0.9996383363471971	0.05	blastn10
AB300463	Begomovirus	Eupatorium yellow vein virus	DNA-A	2760.0	HIT_09	0.9735507246376811	DQ641698.?	Erectites_yellow_mosaic_virus	DNA-A	0.9996376811594203	0.05	blastn10
AB433979	Begomovirus	Eupatorium yellow vein virus	DNA-A	2767.0	HIT_09	0.9548247199132635	AB236323.?	Tomato_leaf_curl_Japan_virus	DNA-A	0.9996385977593061	0.05	blastn10
JF756676	Begomovirus	Euphorbia yellow mosaic virus	DNA-A	2610.0	HIT_07	0.9888888888888889	KC426927.?	Capraria_yellow_spot_virus	DNA-A	0.9996168582375479	0.05	blastn10
JX416174	Begomovirus	Honeysuckle yellow vein virus	DNA-A	2763.0	HIT_01	0.9996380745566413	AJ542540.?	Honeysuckle_yellow_vein_virus	DNA-A	0.9996380745566413	0.05	blastn10
AB178945	Begomovirus	Honeysuckle yellow vein virus	DNA-A	2764.0	HIT_03	0.9522431259044862	AB236323.?	Tomato_leaf_curl_Japan_virus	DNA-A	0.9996382054992764	0.05	blastn10
AB079765	Begomovirus	Honeysuckle yellow vein virus	DNA-A	2758.0	HIT_02	0.9996374184191443	AB236323.?	Tomato_leaf_curl_Japan_virus	DNA-A	0.9996374184191443	0.05	blastn10
AB287441	Begomovirus	Honeysuckle yellow vein virus	DNA-A	2762.0	HIT_02	0.999637943519189	AB236323.?	Tomato_leaf_curl_Japan_virus	DNA-A	0.999637943519189	0.05	blastn10
AB287440	Begomovirus	Honeysuckle yellow vein virus	DNA-A	2762.0	HIT_02	0.999637943519189	AB236323.?	Tomato_leaf_curl_Japan_virus	DNA-A	0.999637943519189	0.05	blastn10
AB287439	Begomovirus	Honeysuckle yellow vein virus	DNA-A	2763.0	HIT_04	0.9511400651465798	AB236323.?	Tomato_leaf_curl_Japan_virus	DNA-A	0.9996380745566413	0.05	blastn10
AB182261	Begomovirus	Honeysuckle yellow vein virus	DNA-A	2771.0	HIT_02	0.9985564778058462	AB236323.?	Tomato_leaf_curl_Japan_virus	DNA-A	0.9989173583543847	0.05	blastn10
HM164545	Begomovirus	Honeysuckle yellow vein virus	DNA-A	2766.0	HIT_01	0.9996384671005062	AJ542540.?	Honeysuckle_yellow_vein_virus	DNA-A	0.9996384671005062	0.05	blastn10
AB178946	Begomovirus	Honeysuckle yellow vein virus	DNA-A	2763.0	HIT_03	0.9475208107129931	AB236323.?	Tomato_leaf_curl_Japan_virus	DNA-A	0.9996380745566413	0.05	blastn10
AB055009	Begomovirus	Honeysuckle yellow vein virus	DNA-A	2760.0	HIT_01	0.9996376811594203	AJ542540.?	Honeysuckle_yellow_vein_virus	DNA-A	0.9996376811594203	0.05	blastn10
AB236325	Begomovirus	Honeysuckle yellow vein virus	DNA-A	2764.0	HIT_01	0.9996382054992764	AJ542540.?	Honeysuckle_yellow_vein_virus	DNA-A	0.9996382054992764	0.05	blastn10
AB079689	Begomovirus	Honeysuckle yellow vein virus	DNA-A	2761.0	HIT_02	0.9471206084751902	AB236323.?	Tomato_leaf_curl_Japan_virus	DNA-A	0.9960159362549801	0.05	blastn10
FJ434943	Begomovirus	Honeysuckle yellow vein virus	DNA-A	2763.0	HIT_01	0.9996380745566413	AJ542540.?	Honeysuckle_yellow_vein_virus	DNA-A	0.9996380745566413	0.05	blastn10
HM164547	Begomovirus	Honeysuckle yellow vein virus	DNA-A	2762.0	HIT_01	0.999637943519189	AJ542540.?	Honeysuckle_yellow_vein_virus	DNA-A	0.999637943519189	0.05	blastn10
JF496657	Begomovirus	Indian cassava mosaic virus	DNA-A	2719.0	HIT_04	0.99668995954395	KM411359.?	Jatropha_leaf_curl_Gujarat_virus	DNA-A	0.9996322177271055	0.05	blastn10
JF496656	Begomovirus	Indian cassava mosaic virus	DNA-B	2723.0	HIT_02	0.9074550128534704	AJ314738.?	Sri_Lankan_cassava_mosaic_virus	DNA-B	0.9316929856775615	0.05	blastn10
GQ924760	Begomovirus	Indian cassava mosaic virus	DNA-A	2735.0	HIT_05	0.9992687385740402	KM411359.?	Jatropha_leaf_curl_Gujarat_virus	DNA-A	0.9996343692870201	0.05	blastn10
GQ924761	Begomovirus	Indian cassava mosaic virus	DNA-B	2724.0	HIT_02	0.9166666666666666	AJ314738.?	Sri_Lankan_cassava_mosaic_virus	DNA-B	0.9350220264317181	0.05	blastn10
AJ575819	Begomovirus	Indian cassava mosaic virus	DNA-A	2743.0	HIT_04	0.999270871308786	KM411359.?	Jatropha_leaf_curl_Gujarat_virus	DNA-A	0.999635435654393	0.05	blastn10
GU451249	Begomovirus	Jatropha leaf curl virus	DNA-A	2844.0	HIT_01	0.9855836849507735	EU798996.?	Jatropha_leaf_curl_virus	DNA-A	0.9855836849507735	0.05	blastn10
